Species,Chromosome,Gene,CoordinateStart,CoordinateEnd
Doryteuthis,Dpe27,Dopeav2092722m,89572869,89614209
Doryteuthis,Dpe37,Dopeav2117535m,11820214,11821037
Doryteuthis,Dpe07,Dopeav2027163m,128727067,128728410
Doryteuthis,Dpe43,Dopeav2130670m,19386203,19521084
Doryteuthis,Dpe23,Dopeav2079913m,75402499,75478811
Doryteuthis,Dpe40,Dopeav2124048m,16253230,16256267
Doryteuthis,Dpe45,Dopeav2133689m,2347835,2349227
Doryteuthis,Dpe36,Dopeav2115411m,27686919,27766196
Doryteuthis,Dpe23,Dopeav2080179m,86975578,87018139
Doryteuthis,Dpe24,Dopeav2083198m,83767521,83862043
Doryteuthis,Dpe20,Dopeav2070251m,51774831,51776751
Doryteuthis,Dpe03,Dopeav2010834m,101981658,101981921
Doryteuthis,Dpe32,Dopeav2105323m,44551678,44567778
Doryteuthis,Dpe38,Dopeav2120449m,40371242,40371726
Doryteuthis,Dpe07,Dopeav2024931m,53396192,53430512
Doryteuthis,Dpe18,Dopeav2065230m,75860272,76171504
Doryteuthis,Dpe07,Dopeav2024918m,52523765,52615790
Doryteuthis,Dpe19,Dopeav2068464m,88217729,88217944
Doryteuthis,Dpe19,Dopeav2067809m,59954274,60022496
Doryteuthis,Dpe08,Dopeav2028731m,64383519,64383821
Doryteuthis,Dpe10,Dopeav2036646m,104523752,104572237
Doryteuthis,Dpe16,Dopeav2057064m,29294610,29310921
Doryteuthis,Dpe13,Dopeav2047942m,113493251,113771147
Doryteuthis,Dpe11,Dopeav2040267m,97635517,97635729
Doryteuthis,Dpe32,Dopeav2104320m,13927911,14143328
Doryteuthis,Dpe03,Dopeav2009107m,29933080,30012130
Doryteuthis,Dpe05,Dopeav2017009m,38692503,38729063
Doryteuthis,Dpe01,Dopeav2001706m,68598752,68599090
Doryteuthis,Dpe05,Dopeav2016365m,14268529,14495302
Doryteuthis,Dpe30,Dopeav2100447m,62385256,62402640
Doryteuthis,Dpe17,Dopeav2060034m,23624216,23655018
Doryteuthis,Dpe23,Dopeav2077701m,2554536,2566690
Doryteuthis,Dpe15,Dopeav2054527m,84634515,84639357
Doryteuthis,Dpe09,Dopeav2031957m,53877887,53918292
Doryteuthis,Dpe01,Dopeav2000899m,35523652,35611476
Doryteuthis,Dpe39,Dopeav2122827m,42950548,42974000
Doryteuthis,scDpe0362,Dopeav2137868m,1603,39985
Doryteuthis,Dpe02,Dopeav2006662m,88013271,88018707
Doryteuthis,Dpe30,Dopeav2099982m,44091825,44128180
Doryteuthis,Dpe31,Dopeav2102131m,31925892,31927190
Doryteuthis,Dpe16,Dopeav2058705m,84330592,84346794
Doryteuthis,Dpe05,Dopeav2019063m,116619608,116686762
Doryteuthis,Dpe25,Dopeav2084644m,30128696,30138455
Doryteuthis,Dpe39,Dopeav2121501m,7460139,7468491
Doryteuthis,Dpe15,Dopeav2055142m,96922134,96926254
Doryteuthis,Dpe18,Dopeav2064594m,56888863,56904740
Doryteuthis,Dpe03,Dopeav2009900m,60083555,60100370
Doryteuthis,Dpe06,Dopeav2022297m,88546646,88571317
Doryteuthis,Dpe46,Dopeav2135616m,14143244,14143702
Doryteuthis,Dpe46,Dopeav2135660m,15169290,15188817
Doryteuthis,Dpe18,Dopeav2064413m,51196159,51263383
Doryteuthis,Dpe10,Dopeav2037036m,118273482,118351624
Doryteuthis,Dpe07,Dopeav2026333m,102991451,103204816
Doryteuthis,Dpe23,Dopeav2079764m,70382885,70397439
Doryteuthis,Dpe12,Dopeav2042867m,56398150,56416018
Doryteuthis,Dpe04,Dopeav2013168m,41704706,41746786
Doryteuthis,Dpe11,Dopeav2037368m,112456,120306
Doryteuthis,Dpe05,Dopeav2018262m,86181711,86195108
Doryteuthis,Dpe13,Dopeav2045277m,15138613,15195178
Doryteuthis,Dpe12,Dopeav2042666m,49635069,49650362
Doryteuthis,Dpe12,Dopeav2041999m,20921648,20953737
Doryteuthis,Dpe15,Dopeav2053051m,48332054,48477637
Doryteuthis,Dpe41,Dopeav2127563m,49624616,49624937
Doryteuthis,Dpe31,Dopeav2103557m,71375922,71377387
Doryteuthis,Dpe31,Dopeav2103464m,68455813,68478563
Doryteuthis,Dpe03,Dopeav2009086m,28573298,28574289
Doryteuthis,Dpe08,Dopeav2028621m,59398074,59441508
Doryteuthis,Dpe25,Dopeav2086225m,75456559,75457461
Doryteuthis,Dpe41,Dopeav2126124m,11405465,11405836
Doryteuthis,Dpe11,Dopeav2037474m,3258122,3258858
Doryteuthis,Dpe01,Dopeav2003950m,155787848,155789859
Doryteuthis,Dpe09,Dopeav2031794m,49307877,49506423
Doryteuthis,Dpe38,Dopeav2120397m,38140811,38166759
Doryteuthis,Dpe30,Dopeav2098664m,8088840,8089058
Doryteuthis,Dpe13,Dopeav2045722m,29686213,29771108
Doryteuthis,Dpe18,Dopeav2064182m,45761211,45761585
Doryteuthis,Dpe03,Dopeav2011270m,119700652,119701522
Doryteuthis,Dpe42,Dopeav2129509m,44200605,44204865
Doryteuthis,Dpe14,Dopeav2051135m,114894306,115015400
Doryteuthis,Dpe32,Dopeav2104805m,28293263,28386810
Doryteuthis,Dpe37,Dopeav2118078m,26082423,26089895
Doryteuthis,Dpe10,Dopeav2037245m,126238168,126245733
Doryteuthis,Dpe29,Dopeav2096100m,17296161,17382727
Doryteuthis,Dpe30,Dopeav2098592m,5793777,5799696
Doryteuthis,Dpe01,Dopeav2002227m,84835445,84836633
Doryteuthis,Dpe38,Dopeav2120299m,34761537,34763083
Doryteuthis,Dpe23,Dopeav2079176m,51216361,51258474
Doryteuthis,Dpe05,Dopeav2016480m,17858138,17880821
Doryteuthis,Dpe22,Dopeav2077497m,93335947,93336593
Doryteuthis,Dpe38,Dopeav2120329m,35681624,35715436
Doryteuthis,Dpe32,Dopeav2105443m,48304039,48323553
Doryteuthis,Dpe28,Dopeav2093828m,38879728,38880718
Doryteuthis,Dpe29,Dopeav2097197m,50756073,50756573
Doryteuthis,Dpe01,Dopeav2002397m,92139151,92299394
Doryteuthis,Dpe34,Dopeav2109719m,9455550,9467542
Doryteuthis,Dpe05,Dopeav2016498m,18214280,18231602
Doryteuthis,Dpe11,Dopeav2037553m,5950926,5988452
Doryteuthis,Dpe31,Dopeav2101628m,20384814,20385123
Doryteuthis,Dpe24,Dopeav2082577m,62861967,62888411
Doryteuthis,Dpe30,Dopeav2100327m,55788561,55810478
Doryteuthis,Dpe12,Dopeav2042873m,56425580,56448073
Doryteuthis,Dpe41,Dopeav2127358m,44759092,44845669
Doryteuthis,Dpe05,Dopeav2018404m,90877141,90950720
Doryteuthis,Dpe23,Dopeav2079658m,67627364,67627744
Doryteuthis,Dpe28,Dopeav2093119m,13335848,13337435
Doryteuthis,Dpe15,Dopeav2054411m,81449860,81454497
Doryteuthis,Dpe20,Dopeav2071222m,84616064,84678302
Doryteuthis,Dpe15,Dopeav2054438m,82736008,82736757
Doryteuthis,Dpe01,Dopeav2000736m,28405472,28406137
Doryteuthis,Dpe18,Dopeav2064662m,59154969,59177482
Doryteuthis,Dpe14,Dopeav2049830m,65467365,65512237
Doryteuthis,Dpe17,Dopeav2061004m,53085550,53151156
Doryteuthis,Dpe07,Dopeav2025893m,88414776,88467266
Doryteuthis,Dpe06,Dopeav2022708m,103273234,103306271
Doryteuthis,Dpe02,Dopeav2007179m,108328790,108600064
Doryteuthis,Dpe40,Dopeav2124091m,17459286,17462141
Doryteuthis,Dpe15,Dopeav2054599m,85881592,85882813
Doryteuthis,Dpe12,Dopeav2043513m,73487603,73525327
Doryteuthis,Dpe39,Dopeav2122899m,45117243,45291555
Doryteuthis,Dpe24,Dopeav2083141m,81371428,81586847
Doryteuthis,Dpe05,Dopeav2019077m,116826674,116826986
Doryteuthis,Dpe40,Dopeav2124220m,20644907,20768520
Doryteuthis,Dpe17,Dopeav2061783m,76722553,76751169
Doryteuthis,Dpe25,Dopeav2083817m,6109947,6110740
Doryteuthis,Dpe06,Dopeav2020118m,10319684,10353593
Doryteuthis,Dpe02,Dopeav2006594m,86690932,86727556
Doryteuthis,Dpe40,Dopeav2124390m,25126166,25147326
Doryteuthis,Dpe14,Dopeav2049948m,71475959,71827558
Doryteuthis,Dpe12,Dopeav2044074m,95224678,95268170
Doryteuthis,Dpe40,Dopeav2124388m,24974542,24992575
Doryteuthis,Dpe31,Dopeav2101711m,22642775,22643922
Doryteuthis,Dpe34,Dopeav2109647m,7610030,7669547
Doryteuthis,Dpe06,Dopeav2022447m,92101328,92102349
Doryteuthis,Dpe29,Dopeav2096525m,31236593,31238857
Doryteuthis,Dpe22,Dopeav2075486m,19783314,19786327
Doryteuthis,Dpe15,Dopeav2054231m,77598813,77601595
Doryteuthis,Dpe15,Dopeav2054218m,77185707,77198041
Doryteuthis,Dpe05,Dopeav2017740m,62122118,62122330
Doryteuthis,Dpe11,Dopeav2038079m,25985836,25996103
Doryteuthis,Dpe08,Dopeav2029496m,89169721,89170251
Doryteuthis,Dpe20,Dopeav2069676m,31964490,31989735
Doryteuthis,Dpe05,Dopeav2018633m,99898107,99911483
Doryteuthis,Dpe25,Dopeav2086374m,79175461,79311266
Doryteuthis,scDpe0153,Dopeav2137153m,186953,195138
Doryteuthis,Dpe20,Dopeav2069784m,35680360,35782110
Doryteuthis,Dpe35,Dopeav2113353m,40397432,40411142
Doryteuthis,Dpe20,Dopeav2069877m,39542524,39588404
Doryteuthis,Dpe17,Dopeav2059861m,17389621,17487965
Doryteuthis,Dpe06,Dopeav2020829m,35588800,35708631
Doryteuthis,Dpe07,Dopeav2027177m,129728400,129728976
Doryteuthis,Dpe11,Dopeav2040369m,101404239,101412401
Doryteuthis,Dpe18,Dopeav2065881m,96238199,96264535
Doryteuthis,Dpe11,Dopeav2040690m,111284181,111382579
Doryteuthis,Dpe03,Dopeav2009797m,57742297,57746239
Doryteuthis,Dpe15,Dopeav2055764m,109879928,109890626
Doryteuthis,Dpe18,Dopeav2063741m,32877278,32973820
Doryteuthis,Dpe01,Dopeav2001196m,45942192,45980835
Doryteuthis,Dpe11,Dopeav2040688m,111284181,111382579
Doryteuthis,Dpe01,Dopeav2000598m,23860753,23882608
Doryteuthis,Dpe27,Dopeav2089758m,6690552,6725215
Doryteuthis,Dpe26,Dopeav2087541m,25734805,25793211
Doryteuthis,Dpe07,Dopeav2026114m,94346585,94418417
Doryteuthis,Dpe01,Dopeav2000752m,29394846,29515799
Doryteuthis,Dpe42,Dopeav2128611m,16345458,16355756
Doryteuthis,Dpe13,Dopeav2047113m,76024214,76024632
Doryteuthis,Dpe17,Dopeav2060322m,30781226,30807903
Doryteuthis,Dpe32,Dopeav2104810m,28471743,28588377
Doryteuthis,Dpe26,Dopeav2088812m,71423578,71446171
Doryteuthis,Dpe15,Dopeav2056013m,116134569,116150935
Doryteuthis,Dpe14,Dopeav2048768m,22797586,22806428
Doryteuthis,Dpe41,Dopeav2126555m,22909843,22910684
Doryteuthis,Dpe16,Dopeav2058195m,68878423,68879883
Doryteuthis,Dpe17,Dopeav2060292m,29755703,29765106
Doryteuthis,Dpe17,Dopeav2059972m,21769031,21897084
Doryteuthis,Dpe13,Dopeav2044968m,60560,132271
Doryteuthis,Dpe08,Dopeav2029308m,81267394,81422503
Doryteuthis,scDpe0175,Dopeav2137286m,49426,50532
Doryteuthis,Dpe01,Dopeav2002746m,105494058,105548471
Doryteuthis,Dpe03,Dopeav2009915m,60755566,60758943
Doryteuthis,Dpe43,Dopeav2131504m,44433964,44607669
Doryteuthis,Dpe25,Dopeav2083708m,2218988,2269546
Doryteuthis,Dpe40,Dopeav2124669m,33697572,33730509
Doryteuthis,Dpe06,Dopeav2023577m,133114962,133146479
Doryteuthis,Dpe15,Dopeav2052049m,22522563,22748948
Doryteuthis,Dpe24,Dopeav2082062m,43896753,43910275
Doryteuthis,Dpe24,Dopeav2083399m,90217566,90228083
Doryteuthis,Dpe15,Dopeav2054841m,91035160,91035870
Doryteuthis,Dpe12,Dopeav2042605m,45795082,45795969
Doryteuthis,Dpe15,Dopeav2054117m,74983050,75007471
Doryteuthis,Dpe37,Dopeav2117690m,16235819,16327828
Doryteuthis,Dpe39,Dopeav2122317m,29218349,29218821
Doryteuthis,Dpe04,Dopeav2015081m,108318624,108318944
Doryteuthis,Dpe02,Dopeav2008069m,141930683,141932240
Doryteuthis,Dpe36,Dopeav2115898m,41107428,41113624
Doryteuthis,Dpe35,Dopeav2112703m,18969130,19012177
Doryteuthis,scDpe0122,Dopeav2136839m,105073,321312
Doryteuthis,Dpe14,Dopeav2050887m,103993493,103995804
Doryteuthis,Dpe14,Dopeav2050774m,99144560,99154845
Doryteuthis,Dpe29,Dopeav2097280m,52787914,52788723
Doryteuthis,Dpe15,Dopeav2053304m,55113352,55155878
Doryteuthis,Dpe34,Dopeav2110022m,20952948,20955010
Doryteuthis,Dpe16,Dopeav2058710m,84477222,84477618
Doryteuthis,Dpe01,Dopeav2002128m,80993985,81013653
Doryteuthis,Dpe15,Dopeav2054966m,93179115,93180360
Doryteuthis,Dpe15,Dopeav2055913m,113550213,113608957
Doryteuthis,Dpe01,Dopeav2000601m,23886736,23914410
Doryteuthis,Dpe15,Dopeav2054910m,92004870,92005580
Doryteuthis,Dpe06,Dopeav2022817m,107216012,107218500
Doryteuthis,Dpe17,Dopeav2062384m,95338854,95339168
Doryteuthis,Dpe31,Dopeav2101596m,19251198,19251629
Doryteuthis,Dpe21,Dopeav2073716m,64124548,64125162
Doryteuthis,Dpe08,Dopeav2028546m,55838880,55849869
Doryteuthis,Dpe15,Dopeav2056122m,119498792,119656797
Doryteuthis,Dpe42,Dopeav2128728m,20433821,20434861
Doryteuthis,Dpe20,Dopeav2069642m,31049413,31118331
Doryteuthis,Dpe33,Dopeav2108741m,57537331,57558508
Doryteuthis,Dpe11,Dopeav2039103m,63765146,63790941
Doryteuthis,Dpe01,Dopeav2003904m,153536579,153549524
Doryteuthis,Dpe35,Dopeav2114176m,62657894,62658196
Doryteuthis,Dpe08,Dopeav2028067m,37564511,37690060
Doryteuthis,Dpe06,Dopeav2022759m,104974500,104974673
Doryteuthis,Dpe31,Dopeav2103731m,78749465,78749731
Doryteuthis,Dpe22,Dopeav2075775m,29655883,29679804
Doryteuthis,Dpe41,Dopeav2127780m,54296508,54297952
Doryteuthis,Dpe11,Dopeav2037694m,11807477,11992847
Doryteuthis,Dpe42,Dopeav2129363m,40768747,40769307
Doryteuthis,Dpe41,Dopeav2127552m,49351590,49692706
Doryteuthis,Dpe38,Dopeav2120312m,35142774,35237583
Doryteuthis,Dpe09,Dopeav2032080m,58026130,58027015
Doryteuthis,Dpe41,Dopeav2127798m,54550398,54553210
Doryteuthis,Dpe04,Dopeav2014265m,82838170,82838670
Doryteuthis,Dpe34,Dopeav2111525m,60878538,60878774
Doryteuthis,Dpe06,Dopeav2023536m,131075029,131182164
Doryteuthis,Dpe41,Dopeav2126065m,9307898,9429157
Doryteuthis,Dpe11,Dopeav2038173m,29038314,29090857
Doryteuthis,Dpe46,Dopeav2135384m,6792909,6793475
Doryteuthis,Dpe11,Dopeav2038886m,57439353,57603098
Doryteuthis,Dpe06,Dopeav2022212m,85359357,85524317
Doryteuthis,Dpe15,Dopeav2055891m,112949259,112950098
Doryteuthis,Dpe07,Dopeav2025410m,73288345,73288668
Doryteuthis,Dpe17,Dopeav2062297m,92816583,92991615
Doryteuthis,Dpe15,Dopeav2054651m,86880243,86880449
Doryteuthis,Dpe09,Dopeav2030767m,13737768,13754065
Doryteuthis,Dpe23,Dopeav2079431m,59302150,59319515
Doryteuthis,Dpe14,Dopeav2050282m,86044533,86096286
Doryteuthis,Dpe21,Dopeav2073659m,62638691,62639325
Doryteuthis,Dpe17,Dopeav2061101m,56457489,56458746
Doryteuthis,Dpe24,Dopeav2082552m,61939986,62017008
Doryteuthis,Dpe30,Dopeav2099118m,20051431,20060941
Doryteuthis,Dpe29,Dopeav2098228m,82272643,82302482
Doryteuthis,Dpe37,Dopeav2118730m,48668304,48669754
Doryteuthis,Dpe25,Dopeav2084800m,35321527,35322997
Doryteuthis,Dpe35,Dopeav2112487m,11316750,11330131
Doryteuthis,Dpe01,Dopeav2002757m,105997594,106188135
Doryteuthis,Dpe24,Dopeav2082780m,69190070,69200435
Doryteuthis,Dpe33,Dopeav2108802m,59737781,59751112
Doryteuthis,Dpe13,Dopeav2045507m,23044355,23261515
Doryteuthis,Dpe11,Dopeav2041294m,130018619,130133017
Doryteuthis,Dpe05,Dopeav2018605m,99449535,99450186
Doryteuthis,Dpe37,Dopeav2118620m,44342290,44342935
Doryteuthis,Dpe27,Dopeav2091821m,65485479,65509594
Doryteuthis,Dpe15,Dopeav2052394m,32002799,32005286
Doryteuthis,Dpe25,Dopeav2084295m,18316610,18331159
Doryteuthis,Dpe06,Dopeav2021864m,73777115,73916010
Doryteuthis,Dpe44,Dopeav2132405m,19053102,19065850
Doryteuthis,Dpe05,Dopeav2019052m,116385069,116385958
Doryteuthis,Dpe18,Dopeav2063159m,11499905,11680364
Doryteuthis,Dpe02,Dopeav2006888m,96997229,97182328
Doryteuthis,Dpe02,Dopeav2006653m,87756339,87789730
Doryteuthis,Dpe15,Dopeav2052224m,27495052,27613607
Doryteuthis,Dpe23,Dopeav2079211m,52188587,52197344
Doryteuthis,Dpe32,Dopeav2105991m,65113843,65115288
Doryteuthis,Dpe35,Dopeav2112027m,488607,489338
Doryteuthis,Dpe16,Dopeav2057125m,30988071,31029552
Doryteuthis,Dpe17,Dopeav2060897m,50053944,50278425
Doryteuthis,Dpe26,Dopeav2088217m,51004870,51005906
Doryteuthis,Dpe34,Dopeav2110745m,40288411,40464071
Doryteuthis,Dpe06,Dopeav2020812m,34467691,34527078
Doryteuthis,Dpe34,Dopeav2109632m,7265809,7278002
Doryteuthis,Dpe44,Dopeav2131985m,6928027,6928708
Doryteuthis,Dpe08,Dopeav2028464m,54066998,54067735
Doryteuthis,Dpe45,Dopeav2134089m,14560393,14561507
Doryteuthis,Dpe07,Dopeav2025230m,65069783,65145282
Doryteuthis,Dpe15,Dopeav2054702m,87785750,87785956
Doryteuthis,Dpe40,Dopeav2124582m,30909124,30912686
Doryteuthis,Dpe10,Dopeav2035777m,69439214,69627839
Doryteuthis,Dpe03,Dopeav2011125m,111940884,111947959
Doryteuthis,Dpe42,Dopeav2128950m,27005218,27128694
Doryteuthis,Dpe18,Dopeav2064931m,66098018,66098979
Doryteuthis,Dpe31,Dopeav2103621m,73310873,73311076
Doryteuthis,Dpe39,Dopeav2123136m,52912135,52914325
Doryteuthis,Dpe08,Dopeav2029502m,89227975,89262523
Doryteuthis,Dpe04,Dopeav2013643m,60621376,60666413
Doryteuthis,Dpe30,Dopeav2098920m,14642761,14678829
Doryteuthis,Dpe32,Dopeav2104493m,19527811,19528173
Doryteuthis,Dpe11,Dopeav2039781m,84056344,84089441
Doryteuthis,Dpe07,Dopeav2026038m,92302491,92331129
Doryteuthis,Dpe11,Dopeav2039009m,60500048,60505655
Doryteuthis,Dpe35,Dopeav2114211m,63616188,63760971
Doryteuthis,Dpe32,Dopeav2105490m,50295222,50299078
Doryteuthis,Dpe32,Dopeav2104514m,20283222,20318054
Doryteuthis,Dpe12,Dopeav2042633m,47946484,48021336
Doryteuthis,Dpe45,Dopeav2134148m,15614996,15617871
Doryteuthis,Dpe38,Dopeav2119868m,20936748,21023620
Doryteuthis,Dpe24,Dopeav2080572m,128523,129192
Doryteuthis,Dpe08,Dopeav2029359m,82900696,82918964
Doryteuthis,Dpe14,Dopeav2049670m,61023069,61024837
Doryteuthis,Dpe01,Dopeav2000777m,30571849,30614484
Doryteuthis,Dpe10,Dopeav2037063m,119631073,119649224
Doryteuthis,Dpe24,Dopeav2081652m,33437825,33449848
Doryteuthis,Dpe20,Dopeav2069727m,33810726,33910615
Doryteuthis,Dpe17,Dopeav2060528m,37186014,37186339
Doryteuthis,Dpe19,Dopeav2066770m,23553220,23874608
Doryteuthis,Dpe15,Dopeav2053525m,60524069,60525011
Doryteuthis,Dpe09,Dopeav2031825m,50542973,50543964
Doryteuthis,Dpe04,Dopeav2015184m,113181753,113201880
Doryteuthis,Dpe26,Dopeav2089081m,79554433,79579957
Doryteuthis,Dpe26,Dopeav2089228m,84584785,84652232
Doryteuthis,Dpe09,Dopeav2032921m,92962977,93045242
Doryteuthis,Dpe46,Dopeav2135924m,23490028,23490533
Doryteuthis,Dpe23,Dopeav2078087m,15599175,15885290
Doryteuthis,Dpe39,Dopeav2122914m,45562281,45608802
Doryteuthis,Dpe39,Dopeav2123152m,53377898,53429986
Doryteuthis,Dpe18,Dopeav2064210m,46756541,46759874
Doryteuthis,Dpe18,Dopeav2065213m,75489123,75515626
Doryteuthis,Dpe18,Dopeav2064266m,48057362,48089447
Doryteuthis,Dpe16,Dopeav2056828m,21825496,21840621
Doryteuthis,Dpe05,Dopeav2018873m,110887582,110888042
Doryteuthis,Dpe07,Dopeav2027136m,127225359,127234160
Doryteuthis,scDpe0284,Dopeav2137744m,986,1249
Doryteuthis,Dpe20,Dopeav2069637m,30976935,31006409
Doryteuthis,Dpe27,Dopeav2090308m,24466175,24481005
Doryteuthis,Dpe17,Dopeav2061748m,75153382,75285632
Doryteuthis,Dpe15,Dopeav2055549m,105936471,105937036
Doryteuthis,Dpe16,Dopeav2057473m,44257391,44269949
Doryteuthis,Dpe15,Dopeav2056119m,119384959,119403823
Doryteuthis,Dpe24,Dopeav2080665m,2457577,2476948
Doryteuthis,Dpe31,Dopeav2103606m,72804165,72815465
Doryteuthis,Dpe16,Dopeav2059150m,107129209,107202379
Doryteuthis,Dpe05,Dopeav2019036m,116012407,116076331
Doryteuthis,Dpe41,Dopeav2126667m,26087915,26158476
Doryteuthis,Dpe35,Dopeav2112735m,20561377,20592890
Doryteuthis,Dpe17,Dopeav2062198m,89769380,89795745
Doryteuthis,Dpe05,Dopeav2019368m,127903878,127905489
Doryteuthis,Dpe12,Dopeav2041984m,20353328,20353903
Doryteuthis,Dpe32,Dopeav2104555m,21517731,21527913
Doryteuthis,Dpe30,Dopeav2098603m,6041086,6044604
Doryteuthis,Dpe23,Dopeav2079424m,59044155,59057562
Doryteuthis,Dpe44,Dopeav2132183m,13283067,13283330
Doryteuthis,Dpe31,Dopeav2101454m,15411821,15427402
Doryteuthis,Dpe13,Dopeav2047993m,115283752,115299754
Doryteuthis,Dpe29,Dopeav2098214m,81793041,81793313
Doryteuthis,Dpe28,Dopeav2092958m,8226107,8226751
Doryteuthis,Dpe04,Dopeav2012923m,33060942,33062279
Doryteuthis,Dpe16,Dopeav2057877m,56446959,56447671
Doryteuthis,Dpe09,Dopeav2030944m,19503829,19583697
Doryteuthis,Dpe27,Dopeav2089875m,10736811,10769504
Doryteuthis,Dpe27,Dopeav2090270m,22806350,22883446
Doryteuthis,Dpe39,Dopeav2121286m,1867705,1868067
Doryteuthis,Dpe05,Dopeav2016937m,35468716,35469621
Doryteuthis,Dpe15,Dopeav2054715m,88128705,88129398
Doryteuthis,Dpe08,Dopeav2029640m,93470571,93471460
Doryteuthis,Dpe02,Dopeav2006432m,81693121,81707205
Doryteuthis,Dpe46,Dopeav2135589m,13317796,13347046
Doryteuthis,Dpe28,Dopeav2093289m,18775975,19015058
Doryteuthis,Dpe02,Dopeav2005356m,48845387,48867849
Doryteuthis,Dpe16,Dopeav2058915m,96701254,96706852
Doryteuthis,Dpe37,Dopeav2117749m,18510579,18590945
Doryteuthis,Dpe04,Dopeav2013015m,36045500,36096515
Doryteuthis,Dpe29,Dopeav2096509m,30299451,30634231
Doryteuthis,Dpe09,Dopeav2031278m,28483623,28700256
Doryteuthis,Dpe43,Dopeav2130832m,25168687,25169238
Doryteuthis,Dpe05,Dopeav2018477m,93531103,93578696
Doryteuthis,Dpe23,Dopeav2079703m,68809740,68815614
Doryteuthis,Dpe13,Dopeav2045462m,21688009,21863456
Doryteuthis,Dpe21,Dopeav2073965m,71634608,71644676
Doryteuthis,Dpe14,Dopeav2050831m,101256087,101256290
Doryteuthis,Dpe05,Dopeav2018612m,99553773,99675242
Doryteuthis,Dpe03,Dopeav2008972m,22674859,22691804
Doryteuthis,Dpe03,Dopeav2009195m,33328371,33343543
Doryteuthis,Dpe45,Dopeav2134604m,28885635,28966002
Doryteuthis,Dpe06,Dopeav2022888m,109650491,109778682
Doryteuthis,Dpe15,Dopeav2055956m,114404063,114405266
Doryteuthis,Dpe39,Dopeav2121569m,9037928,9047297
Doryteuthis,Dpe33,Dopeav2107170m,13679285,13698831
Doryteuthis,Dpe15,Dopeav2052438m,32732938,32759300
Doryteuthis,Dpe06,Dopeav2022890m,109650491,109725907
Doryteuthis,Dpe20,Dopeav2071423m,92283485,92371772
Doryteuthis,Dpe15,Dopeav2052411m,32326131,32327648
Doryteuthis,Dpe09,Dopeav2033160m,99572078,99893180
Doryteuthis,Dpe15,Dopeav2054997m,93977123,93978523
Doryteuthis,Dpe08,Dopeav2030332m,124108661,124246927
Doryteuthis,Dpe11,Dopeav2039742m,81761743,82073965
Doryteuthis,Dpe39,Dopeav2122220m,26260391,26263372
Doryteuthis,Dpe05,Dopeav2019004m,114940697,115027993
Doryteuthis,Dpe40,Dopeav2125659m,58546651,58717074
Doryteuthis,Dpe15,Dopeav2055193m,98083768,98084511
Doryteuthis,Dpe28,Dopeav2094263m,52955718,52956533
Doryteuthis,Dpe18,Dopeav2063854m,35814705,36012630
Doryteuthis,Dpe15,Dopeav2054188m,76560088,76609830
Doryteuthis,Dpe12,Dopeav2042074m,24904618,24920082
Doryteuthis,Dpe23,Dopeav2079084m,48576201,48576947
Doryteuthis,Dpe24,Dopeav2082979m,75504698,75555740
Doryteuthis,Dpe29,Dopeav2098434m,87944409,88000023
Doryteuthis,Dpe19,Dopeav2066531m,13671235,13671612
Doryteuthis,Dpe12,Dopeav2044007m,92218479,92218766
Doryteuthis,Dpe15,Dopeav2054190m,76630181,76643346
Doryteuthis,Dpe39,Dopeav2122390m,31227758,31363361
Doryteuthis,Dpe15,Dopeav2054754m,89069254,89070315
Doryteuthis,Dpe11,Dopeav2038871m,57101232,57107361
Doryteuthis,Dpe26,Dopeav2087390m,21010420,21056433
Doryteuthis,Dpe41,Dopeav2127979m,59001357,59001993
Doryteuthis,Dpe34,Dopeav2111377m,56696675,56705391
Doryteuthis,Dpe45,Dopeav2134433m,24640457,24642235
Doryteuthis,Dpe44,Dopeav2132232m,14852019,15023083
Doryteuthis,Dpe16,Dopeav2057003m,27345532,27396483
Doryteuthis,Dpe15,Dopeav2052231m,27972878,27973393
Doryteuthis,Dpe26,Dopeav2087388m,21003572,21003949
Doryteuthis,Dpe30,Dopeav2100931m,80394525,80396957
Doryteuthis,Dpe11,Dopeav2040472m,104179267,104369580
Doryteuthis,Dpe06,Dopeav2020021m,6335494,6336172
Doryteuthis,Dpe32,Dopeav2105657m,55686102,55825779
Doryteuthis,Dpe16,Dopeav2059069m,102858662,102885938
Doryteuthis,Dpe03,Dopeav2011003m,108193800,108234054
Doryteuthis,Dpe27,Dopeav2091834m,65905811,65959768
Doryteuthis,Dpe15,Dopeav2056056m,117182042,117185326
Doryteuthis,Dpe01,Dopeav2000048m,1753318,1753524
Doryteuthis,Dpe23,Dopeav2077840m,8108734,8109227
Doryteuthis,Dpe10,Dopeav2035189m,46308428,46394778
Doryteuthis,Dpe26,Dopeav2088124m,47241450,47248865
Doryteuthis,Dpe14,Dopeav2049506m,51670254,51675250
Doryteuthis,Dpe35,Dopeav2113061m,32558870,32586387
Doryteuthis,Dpe11,Dopeav2038251m,32378692,32379673
Doryteuthis,Dpe15,Dopeav2054287m,78787425,78788176
Doryteuthis,Dpe15,Dopeav2055932m,113932364,113938617
Doryteuthis,Dpe18,Dopeav2065089m,71149226,71160946
Doryteuthis,Dpe26,Dopeav2089214m,84039857,84132417
