DoryGENE,EupGENE
Dopeav2114730m,cluster_25684
Dopeav2009770m,cluster_1660
Dopeav2018494m,cluster_4858
Dopeav2039000m,cluster_23341
Dopeav2067779m,cluster_18774
Dopeav2021837m,cluster_27369
Dopeav2007821m,cluster_10094
Dopeav2004912m,cluster_25586
Dopeav2028696m,cluster_8080
Dopeav2047497m,cluster_6982
Dopeav2035153m,cluster_4757
Dopeav2064553m,cluster_25814
Dopeav2087500m,cluster_27603
Dopeav2020139m,cluster_929
Dopeav2071105m,cluster_7774
Dopeav2039995m,cluster_721
Dopeav2047152m,cluster_8758
Dopeav2111134m,cluster_7858
Dopeav2122811m,cluster_4662
Dopeav2079807m,cluster_10661
Dopeav2126105m,cluster_15370
Dopeav2054771m,cluster_9450
Dopeav2088190m,cluster_5427
Dopeav2087503m,cluster_218
Dopeav2055738m,cluster_13389
Dopeav2104245m,cluster_6886
Dopeav2102899m,cluster_11403
Dopeav2106034m,cluster_8104
Dopeav2035150m,cluster_23715
Dopeav2022576m,cluster_226
Dopeav2000603m,cluster_8543
Dopeav2092689m,cluster_25078
Dopeav2053603m,cluster_26299
Dopeav2104116m,cluster_26181
Dopeav2121466m,cluster_43
Dopeav2007071m,cluster_1215
Dopeav2128558m,cluster_3326
Dopeav2005937m,cluster_5460
Dopeav2093728m,cluster_25014
Dopeav2060311m,cluster_26948
Dopeav2037490m,cluster_26711
Dopeav2104935m,cluster_26172
Dopeav2026372m,cluster_7761
Dopeav2006122m,cluster_13099
Dopeav2128654m,cluster_11956
Dopeav2007137m,cluster_6281
Dopeav2067332m,cluster_18392
Dopeav2124239m,cluster_12175
Dopeav2134949m,cluster_20702
Dopeav2058420m,cluster_19036
Dopeav2047454m,cluster_6241
Dopeav2001690m,cluster_3799
Dopeav2105115m,cluster_4427
Dopeav2118456m,cluster_8628
Dopeav2011545m,cluster_6754
Dopeav2008470m,cluster_6714
Dopeav2036739m,cluster_4310
Dopeav2047432m,cluster_9308
Dopeav2020459m,cluster_3231
Dopeav2038474m,cluster_11494
Dopeav2111454m,cluster_617
Dopeav2016233m,cluster_6839
Dopeav2055144m,cluster_8970
Dopeav2095797m,cluster_27195
Dopeav2135559m,cluster_5192
Dopeav2112838m,cluster_465
Dopeav2046036m,cluster_4849
Dopeav2103875m,cluster_2311
Dopeav2001693m,cluster_573
Dopeav2065230m,cluster_3084
Dopeav2000911m,cluster_335
Dopeav2058423m,cluster_4266
Dopeav2041713m,cluster_24
Dopeav2056172m,cluster_28152
Dopeav2027114m,cluster_7152
Dopeav2064067m,cluster_12983
Dopeav2006699m,cluster_1341
Dopeav2082431m,cluster_270
Dopeav2016086m,cluster_27084
Dopeav2035914m,cluster_6592
Dopeav2099987m,cluster_8078
Dopeav2120626m,cluster_6308
Dopeav2012919m,cluster_27440
Dopeav2032843m,cluster_12706
Dopeav2058611m,cluster_19514
Dopeav2022529m,cluster_18639
Dopeav2070108m,cluster_2635
Dopeav2088709m,cluster_6950
Dopeav2000336m,cluster_17329
Dopeav2018113m,cluster_12710
Dopeav2074230m,cluster_20716
Dopeav2024432m,cluster_25415
Dopeav2057530m,cluster_29068
Dopeav2114598m,cluster_10020
Dopeav2065313m,cluster_20320
Dopeav2128101m,cluster_20412
Dopeav2094730m,cluster_15174
Dopeav2133821m,cluster_21681
Dopeav2089697m,cluster_250
Dopeav2022053m,cluster_4095
Dopeav2063622m,cluster_4315
Dopeav2135684m,cluster_11363
Dopeav2088675m,cluster_3330
Dopeav2134787m,cluster_3711
Dopeav2130871m,cluster_6227
Dopeav2033915m,cluster_4
Dopeav2024454m,cluster_9410
Dopeav2100943m,cluster_28240
Dopeav2061106m,cluster_8600
Dopeav2093202m,cluster_10560
Dopeav2135546m,cluster_28823
Dopeav2082488m,cluster_9755
Dopeav2077606m,cluster_6323
Dopeav2082516m,cluster_7067
Dopeav2057533m,cluster_4054
Dopeav2103701m,cluster_5641
Dopeav2033291m,cluster_12584
Dopeav2013305m,cluster_13864
Dopeav2114717m,cluster_12561
Dopeav2083163m,cluster_7637
Dopeav2037886m,cluster_20495
Dopeav2030861m,cluster_15430
Dopeav2006407m,cluster_23774
Dopeav2122619m,cluster_4978
Dopeav2087480m,cluster_15868
Dopeav2023291m,cluster_11531
Dopeav2071198m,cluster_4735
Dopeav2030151m,cluster_5018
Dopeav2110745m,cluster_6608
Dopeav2126198m,cluster_25481
Dopeav2059077m,cluster_26831
Dopeav2020488m,cluster_23550
Dopeav2101165m,cluster_30
Dopeav2009877m,cluster_2304
Dopeav2114837m,cluster_19492
Dopeav2035785m,cluster_6234
Dopeav2113172m,cluster_3436
Dopeav2003219m,cluster_17221
Dopeav2008482m,cluster_9930
Dopeav2071275m,cluster_20252
Dopeav2068169m,cluster_10521
Dopeav2089162m,cluster_6245
Dopeav2120871m,cluster_16849
Dopeav2046907m,cluster_4488
Dopeav2124251m,cluster_2677
Dopeav2052109m,cluster_15966
Dopeav2066796m,cluster_20424
Dopeav2012707m,cluster_27516
Dopeav2079703m,cluster_29044
Dopeav2026095m,cluster_12551
Dopeav2128398m,cluster_15516
Dopeav2097650m,cluster_12837
Dopeav2115797m,cluster_9707
Dopeav2018368m,cluster_14926
Dopeav2135531m,cluster_28676
Dopeav2030627m,cluster_13246
Dopeav2135882m,cluster_22358
Dopeav2024664m,cluster_25055
Dopeav2083850m,cluster_10047
Dopeav2099527m,cluster_21778
Dopeav2098291m,cluster_13024
Dopeav2127155m,cluster_6960
Dopeav2025776m,cluster_22127
Dopeav2088112m,cluster_18996
Dopeav2079700m,cluster_7878
Dopeav2119749m,cluster_3521
Dopeav2089714m,cluster_15060
Dopeav2116216m,cluster_1267
Dopeav2060024m,cluster_17110
Dopeav2064671m,cluster_3900
Dopeav2118519m,cluster_4101
Dopeav2079074m,cluster_13270
Dopeav2100748m,cluster_4624
Dopeav2036649m,cluster_14184
Dopeav2087282m,cluster_7647
Dopeav2066899m,cluster_8
Dopeav2009769m,cluster_20668
Dopeav2099169m,cluster_17633
Dopeav2064433m,cluster_25820
Dopeav2111638m,cluster_26529
Dopeav2104446m,cluster_16993
Dopeav2106068m,cluster_1600
Dopeav2047217m,cluster_8247
Dopeav2025029m,cluster_3996
Dopeav2032176m,cluster_16270
Dopeav2120663m,cluster_1855
Dopeav2039256m,cluster_15077
Dopeav2028028m,cluster_22616
Dopeav2072989m,cluster_12989
Dopeav2061379m,cluster_215
Dopeav2036039m,cluster_25113
Dopeav2127499m,cluster_22987
Dopeav2006828m,cluster_1306
Dopeav2112937m,cluster_15589
Dopeav2056028m,cluster_18543
Dopeav2067763m,cluster_2054
Dopeav2076380m,cluster_1791
Dopeav2136813m,cluster_4126
Dopeav2128125m,cluster_12022
Dopeav2062418m,cluster_21198
Dopeav2050241m,cluster_8207
Dopeav2098620m,cluster_12411
Dopeav2135720m,cluster_3921
Dopeav2100568m,cluster_1769
Dopeav2048904m,cluster_13473
Dopeav2073141m,cluster_26904
Dopeav2106148m,cluster_3240
Dopeav2117479m,cluster_20078
Dopeav2055112m,cluster_5446
Dopeav2104627m,cluster_9897
Dopeav2053765m,cluster_2582
Dopeav2090165m,cluster_27875
Dopeav2130660m,cluster_12063
Dopeav2009823m,cluster_3594
Dopeav2040996m,cluster_7553
Dopeav2066902m,cluster_15489
Dopeav2031248m,cluster_14705
Dopeav2045968m,cluster_2718
Dopeav2074775m,cluster_24658
Dopeav2039074m,cluster_16487
Dopeav2099104m,cluster_308
Dopeav2131380m,cluster_8849
Dopeav2135869m,cluster_2793
Dopeav2011087m,cluster_2856
Dopeav2008102m,cluster_25122
Dopeav2104595m,cluster_15361
Dopeav2034940m,cluster_11214
Dopeav2134208m,cluster_4843
Dopeav2000956m,cluster_1865
Dopeav2126429m,cluster_10815
Dopeav2081335m,cluster_20802
Dopeav2052489m,cluster_23861
Dopeav2053674m,cluster_27521
Dopeav2080185m,cluster_3499
Dopeav2091943m,cluster_10561
Dopeav2058649m,cluster_15851
Dopeav2015902m,cluster_22731
Dopeav2060356m,cluster_19883
Dopeav2096674m,cluster_17208
Dopeav2034889m,cluster_14253
Dopeav2127083m,cluster_5450
Dopeav2068182m,cluster_3605
Dopeav2083209m,cluster_6904
Dopeav2042633m,cluster_1333
Dopeav2057117m,cluster_8185
Dopeav2059873m,cluster_12192
Dopeav2069784m,cluster_7521
Dopeav2047552m,cluster_9028
Dopeav2118084m,cluster_23528
Dopeav2084096m,cluster_8074
Dopeav2020539m,cluster_6360
Dopeav2122166m,cluster_15102
Dopeav2119831m,cluster_410
Dopeav2131008m,cluster_23019
Dopeav2037947m,cluster_14859
Dopeav2060515m,cluster_16386
Dopeav2019179m,cluster_5238
Dopeav2127308m,cluster_12456
Dopeav2077701m,cluster_10631
Dopeav2005250m,cluster_3913
Dopeav2043669m,cluster_13659
Dopeav2073378m,cluster_7442
Dopeav2057990m,cluster_12186
Dopeav2103606m,cluster_16412
Dopeav2013125m,cluster_9535
Dopeav2054113m,cluster_2918
Dopeav2001842m,cluster_13214
Dopeav2020116m,cluster_8342
Dopeav2124603m,cluster_7473
Dopeav2012683m,cluster_6650
Dopeav2079003m,cluster_19929
Dopeav2079687m,cluster_24769
Dopeav2038920m,cluster_19384
Dopeav2004679m,cluster_22814
Dopeav2060800m,cluster_1017
Dopeav2115118m,cluster_27710
Dopeav2097906m,cluster_1557
Dopeav2098228m,cluster_28698
Dopeav2134178m,cluster_16347
Dopeav2073345m,cluster_3547
Dopeav2013014m,cluster_18805
Dopeav2057005m,cluster_7493
Dopeav2057993m,cluster_28471
Dopeav2091681m,cluster_578
Dopeav2045063m,cluster_5288
Dopeav2020195m,cluster_4293
Dopeav2060803m,cluster_8437
Dopeav2049445m,cluster_27228
Dopeav2069519m,cluster_25606
Dopeav2079000m,cluster_16222
Dopeav2022381m,cluster_3902
Dopeav2120098m,cluster_8676
Dopeav2067934m,cluster_2936
Dopeav2080750m,cluster_2647
Dopeav2007440m,cluster_14064
Dopeav2122849m,cluster_13805
Dopeav2023411m,cluster_6674
Dopeav2026051m,cluster_5204
Dopeav2128189m,cluster_17249
Dopeav2116415m,cluster_6798
Dopeav2001418m,cluster_16231
Dopeav2094362m,cluster_20698
Dopeav2065134m,cluster_18532
Dopeav2134600m,cluster_15994
Dopeav2083560m,cluster_15523
Dopeav2008851m,cluster_3558
Dopeav2096239m,cluster_1055
Dopeav2133898m,cluster_7256
Dopeav2058836m,cluster_22360
Dopeav2003959m,cluster_638
Dopeav2048891m,cluster_48
Dopeav2079665m,cluster_6926
Dopeav2088781m,cluster_24354
Dopeav2130268m,cluster_26150
Dopeav2036716m,cluster_3601
Dopeav2136892m,cluster_7605
Dopeav2094643m,cluster_8432
Dopeav2013158m,cluster_25103
Dopeav2066373m,cluster_7479
Dopeav2066691m,cluster_6163
Dopeav2027062m,cluster_10920
Dopeav2049724m,cluster_5337
Dopeav2126476m,cluster_27356
Dopeav2011208m,cluster_9695
Dopeav2071467m,cluster_28931
Dopeav2059882m,cluster_1436
Dopeav2062406m,cluster_6748
Dopeav2029807m,cluster_1777
Dopeav2098411m,cluster_784
Dopeav2022753m,cluster_3185
Dopeav2040378m,cluster_25302
Dopeav2023536m,cluster_5821
Dopeav2127191m,cluster_2615
Dopeav2067437m,cluster_19301
Dopeav2073002m,cluster_24506
Dopeav2133771m,cluster_7334
Dopeav2035826m,cluster_7789
Dopeav2115285m,cluster_9013
Dopeav2115642m,cluster_5378
Dopeav2135976m,cluster_13292
Dopeav2022395m,cluster_26656
Dopeav2073106m,cluster_7577
Dopeav2118890m,cluster_18064
Dopeav2089882m,cluster_17989
Dopeav2074169m,cluster_29107
Dopeav2052116m,cluster_2143
Dopeav2135654m,cluster_3846
Dopeav2018223m,cluster_1335
Dopeav2076243m,cluster_1809
Dopeav2053563m,cluster_19155
Dopeav2023475m,cluster_16130
Dopeav2050206m,cluster_24766
Dopeav2034182m,cluster_23073
Dopeav2135409m,cluster_5492
Dopeav2133796m,cluster_2930
Dopeav2127167m,cluster_382
Dopeav2133524m,cluster_19177
Dopeav2012375m,cluster_13826
Dopeav2085190m,cluster_1563
Dopeav2007327m,cluster_16872
Dopeav2101952m,cluster_19650
Dopeav2112719m,cluster_340
Dopeav2028433m,cluster_13119
Dopeav2082744m,cluster_11047
Dopeav2004099m,cluster_19769
Dopeav2099152m,cluster_366
Dopeav2000740m,cluster_8034
Dopeav2093430m,cluster_27794
Dopeav2053740m,cluster_17888
Dopeav2035172m,cluster_873
Dopeav2013416m,cluster_18817
Dopeav2023448m,cluster_14131
Dopeav2021908m,cluster_22168
Dopeav2053560m,cluster_19157
Dopeav2018220m,cluster_21263
Dopeav2110698m,cluster_18129
Dopeav2066932m,cluster_17201
Dopeav2001782m,cluster_7238
Dopeav2133369m,cluster_19653
Dopeav2115677m,cluster_6871
Dopeav2092924m,cluster_24666
Dopeav2006354m,cluster_6599
Dopeav2132210m,cluster_7133
Dopeav2131347m,cluster_2743
Dopeav2016582m,cluster_6732
Dopeav2096563m,cluster_11456
Dopeav2124794m,cluster_27465
Dopeav2015954m,cluster_26863
Dopeav2106073m,cluster_7369
Dopeav2011163m,cluster_18418
Dopeav2023614m,cluster_13439
Dopeav2028430m,cluster_15824
Dopeav2080499m,cluster_19697
Dopeav2130574m,cluster_23816
Dopeav2105713m,cluster_6306
Dopeav2072865m,cluster_10091
Dopeav2085193m,cluster_6511
Dopeav2008132m,cluster_7143
Dopeav2058257m,cluster_14819
Dopeav2042065m,cluster_26953
Dopeav2010727m,cluster_26097
Dopeav2056153m,cluster_28137
Dopeav2005019m,cluster_2589
Dopeav2093729m,cluster_6118
Dopeav2079275m,cluster_9700
Dopeav2001511m,cluster_2575
Dopeav2062773m,cluster_9315
Dopeav2011853m,cluster_26885
Dopeav2088974m,cluster_4788
Dopeav2058144m,cluster_6052
Dopeav2105460m,cluster_4484
Dopeav2008434m,cluster_2720
Dopeav2059868m,cluster_7764
Dopeav2075583m,cluster_24268
Dopeav2025091m,cluster_14210
Dopeav2105833m,cluster_6574
Dopeav2051077m,cluster_9473
Dopeav2005470m,cluster_3098
Dopeav2090605m,cluster_529
Dopeav2055819m,cluster_7061
Dopeav2051991m,cluster_4957
Dopeav2039358m,cluster_28545
Dopeav2067424m,cluster_22067
Dopeav2031331m,cluster_24439
Dopeav2064403m,cluster_24746
Dopeav2084113m,cluster_5591
Dopeav2047569m,cluster_2403
Dopeav2079017m,cluster_1489
Dopeav2092427m,cluster_13013
Dopeav2089777m,cluster_9778
Dopeav2091200m,cluster_5776
Dopeav2137176m,cluster_25617
Dopeav2008992m,cluster_14617
Dopeav2051827m,cluster_4195
Dopeav2135834m,cluster_9029
Dopeav2064284m,cluster_20470
Dopeav2081654m,cluster_2257
Dopeav2052551m,cluster_2963
Dopeav2012201m,cluster_1424
Dopeav2007507m,cluster_28097
Dopeav2056729m,cluster_6321
Dopeav2074573m,cluster_12911
Dopeav2039892m,cluster_20019
Dopeav2043921m,cluster_9558
Dopeav2073360m,cluster_6609
Dopeav2047182m,cluster_29073
Dopeav2022946m,cluster_26736
Dopeav2021359m,cluster_28100
Dopeav2006698m,cluster_24351
Dopeav2069642m,cluster_9962
Dopeav2097196m,cluster_2773
Dopeav2012171m,cluster_6426
Dopeav2015629m,cluster_9067
Dopeav2022528m,cluster_16642
Dopeav2031916m,cluster_14899
Dopeav2120273m,cluster_20268
Dopeav2092719m,cluster_3145
Dopeav2122062m,cluster_16311
Dopeav2037059m,cluster_7175
Dopeav2001004m,cluster_2817
Dopeav2049460m,cluster_8002
Dopeav2001770m,cluster_5708
Dopeav2087117m,cluster_16978
Dopeav2068086m,cluster_8886
Dopeav2089873m,cluster_10580
Dopeav2052673m,cluster_23494
Dopeav2075400m,cluster_8759
Dopeav2134630m,cluster_18835
Dopeav2008006m,cluster_25668
Dopeav2132444m,cluster_3951
Dopeav2106082m,cluster_27035
Dopeav2049830m,cluster_1005
Dopeav2096057m,cluster_19387
Dopeav2018628m,cluster_26895
Dopeav2082367m,cluster_12169
Dopeav2022822m,cluster_3379
Dopeav2074127m,cluster_1954
Dopeav2084685m,cluster_5613
Dopeav2122514m,cluster_6464
Dopeav2029694m,cluster_19002
Dopeav2060289m,cluster_8982
Dopeav2135929m,cluster_12712
Dopeav2121648m,cluster_12431
Dopeav2021455m,cluster_11626
Dopeav2118812m,cluster_26802
Dopeav2112646m,cluster_5114
Dopeav2132514m,cluster_27501
Dopeav2084932m,cluster_28926
Dopeav2063640m,cluster_11617
Dopeav2001299m,cluster_9185
Dopeav2107614m,cluster_22966
Dopeav2104462m,cluster_1528
Dopeav2135589m,cluster_4670
Dopeav2067384m,cluster_8049
Dopeav2003218m,cluster_6543
Dopeav2094665m,cluster_21772
Dopeav2132142m,cluster_1253
Dopeav2124160m,cluster_13607
Dopeav2104538m,cluster_15908
Dopeav2138531m,cluster_9910
Dopeav2129222m,cluster_26664
Dopeav2086845m,cluster_16328
Dopeav2056914m,cluster_1404
Dopeav2131081m,cluster_18165
Dopeav2022988m,cluster_2865
Dopeav2055265m,cluster_8248
Dopeav2104832m,cluster_8579
Dopeav2128399m,cluster_6188
Dopeav2131675m,cluster_8461
Dopeav2040360m,cluster_4197
Dopeav2005482m,cluster_25072
Dopeav2128684m,cluster_13698
Dopeav2005895m,cluster_5298
Dopeav2063030m,cluster_21792
Dopeav2047203m,cluster_4865
Dopeav2049713m,cluster_10972
Dopeav2113153m,cluster_10763
Dopeav2052539m,cluster_4813
Dopeav2069971m,cluster_12315
Dopeav2031665m,cluster_900
Dopeav2097672m,cluster_17270
Dopeav2006726m,cluster_102
Dopeav2093767m,cluster_5282
Dopeav2006594m,cluster_5864
Dopeav2119862m,cluster_9451
Dopeav2096264m,cluster_17246
Dopeav2093776m,cluster_4614
Dopeav2089215m,cluster_3589
Dopeav2063964m,cluster_15013
Dopeav2108803m,cluster_11279
Dopeav2066898m,cluster_15846
Dopeav2016484m,cluster_8625
Dopeav2039105m,cluster_28330
Dopeav2105375m,cluster_7797
Dopeav2058112m,cluster_18041
Dopeav2111639m,cluster_26530
Dopeav2130735m,cluster_1434
Dopeav2063657m,cluster_15003
Dopeav2086183m,cluster_6939
Dopeav2033285m,cluster_4501
Dopeav2045699m,cluster_1890
Dopeav2052627m,cluster_12004
Dopeav2020634m,cluster_7038
Dopeav2066214m,cluster_13905
Dopeav2060092m,cluster_9223
Dopeav2060171m,cluster_8607
Dopeav2131806m,cluster_15236
Dopeav2043260m,cluster_4928
Dopeav2079121m,cluster_24074
Dopeav2025791m,cluster_3403
Dopeav2012650m,cluster_363
Dopeav2112808m,cluster_20087
Dopeav2060918m,cluster_24701
Dopeav2129420m,cluster_16692
Dopeav2134264m,cluster_9294
Dopeav2025028m,cluster_11019
Dopeav2005404m,cluster_23138
Dopeav2072555m,cluster_28249
Dopeav2124209m,cluster_25752
Dopeav2089077m,cluster_1516
Dopeav2086180m,cluster_4088
Dopeav2125868m,cluster_19107
Dopeav2061378m,cluster_7463
Dopeav2067855m,cluster_9865
Dopeav2072988m,cluster_1366
Dopeav2113076m,cluster_10903
Dopeav2028550m,cluster_25140
Dopeav2000853m,cluster_21729
Dopeav2036675m,cluster_9370
Dopeav2108800m,cluster_13186
Dopeav2087679m,cluster_22808
Dopeav2079717m,cluster_24039
Dopeav2082581m,cluster_9121
Dopeav2129423m,cluster_4556
Dopeav2030832m,cluster_8749
Dopeav2088265m,cluster_17301
Dopeav2059632m,cluster_115
Dopeav2099681m,cluster_673
Dopeav2002677m,cluster_3860
Dopeav2077520m,cluster_12562
Dopeav2082832m,cluster_7257
Dopeav2031939m,cluster_18097
Dopeav2023267m,cluster_8721
Dopeav2058917m,cluster_2363
Dopeav2063694m,cluster_16238
Dopeav2126135m,cluster_17121
Dopeav2051588m,cluster_753
Dopeav2030652m,cluster_4891
Dopeav2049092m,cluster_3093
Dopeav2059852m,cluster_10622
Dopeav2117724m,cluster_17566
Dopeav2110934m,cluster_7132
Dopeav2063467m,cluster_23252
Dopeav2112470m,cluster_20309
Dopeav2105906m,cluster_6485
Dopeav2063389m,cluster_3148
Dopeav2070905m,cluster_12572
Dopeav2096630m,cluster_14611
Dopeav2009052m,cluster_27184
Dopeav2082712m,cluster_12216
Dopeav2062549m,cluster_3012
Dopeav2098642m,cluster_4789
Dopeav2135868m,cluster_10193
Dopeav2061002m,cluster_23276
Dopeav2130896m,cluster_8837
Dopeav2122490m,cluster_12552
Dopeav2052516m,cluster_14871
Dopeav2106004m,cluster_9878
Dopeav2074569m,cluster_309
Dopeav2124847m,cluster_1828
Dopeav2114700m,cluster_9779
Dopeav2128159m,cluster_7948
Dopeav2124264m,cluster_331
Dopeav2017658m,cluster_19755
Dopeav2117800m,cluster_9528
Dopeav2082634m,cluster_4201
Dopeav2019208m,cluster_2249
Dopeav2038879m,cluster_4523
Dopeav2091831m,cluster_7964
Dopeav2118106m,cluster_4535
Dopeav2051955m,cluster_28133
Dopeav2063837m,cluster_24230
Dopeav2057735m,cluster_19305
Dopeav2107642m,cluster_8993
Dopeav2073486m,cluster_16463
Dopeav2049010m,cluster_25717
Dopeav2095761m,cluster_27196
Dopeav2118844m,cluster_9973
Dopeav2135501m,cluster_18261
Dopeav2047127m,cluster_17815
Dopeav2063733m,cluster_4581
Dopeav2042880m,cluster_9673
Dopeav2065324m,cluster_12714
Dopeav2082790m,cluster_15903
Dopeav2105918m,cluster_24590
Dopeav2000794m,cluster_15388
Dopeav2028067m,cluster_3867
Dopeav2018277m,cluster_10870
Dopeav2093147m,cluster_9809
Dopeav2115119m,cluster_11857
Dopeav2057472m,cluster_18686
Dopeav2018266m,cluster_3187
Dopeav2128296m,cluster_24210
Dopeav2004678m,cluster_22817
Dopeav2102629m,cluster_21213
Dopeav2132114m,cluster_27276
Dopeav2105171m,cluster_3462
Dopeav2063730m,cluster_11855
Dopeav2047651m,cluster_27746
Dopeav2122886m,cluster_21349
Dopeav2073797m,cluster_12135
Dopeav2128215m,cluster_4586
Dopeav2031535m,cluster_1232
Dopeav2070744m,cluster_258
Dopeav2084537m,cluster_9553
Dopeav2112736m,cluster_8966
Dopeav2077856m,cluster_5389
Dopeav2039938m,cluster_372
Dopeav2100011m,cluster_20185
Dopeav2005924m,cluster_17443
Dopeav2048290m,cluster_10097
Dopeav2132025m,cluster_1707
Dopeav2117707m,cluster_29200
Dopeav2119825m,cluster_27685
Dopeav2069486m,cluster_4854
Dopeav2082793m,cluster_449
Dopeav2076353m,cluster_12995
Dopeav2061061m,cluster_9236
Dopeav2031622m,cluster_12461
Dopeav2096986m,cluster_20156
Dopeav2118642m,cluster_15608
Dopeav2088008m,cluster_9084
Dopeav2046247m,cluster_1623
Dopeav2046452m,cluster_2727
Dopeav2096306m,cluster_10737
Dopeav2067361m,cluster_6034
Dopeav2127405m,cluster_7474
Dopeav2038147m,cluster_10910
Dopeav2109904m,cluster_14650
Dopeav2116160m,cluster_4347
Dopeav2129287m,cluster_18530
Dopeav2031700m,cluster_23153
Dopeav2047582m,cluster_19
Dopeav2079813m,cluster_14343
Dopeav2083087m,cluster_16565
Dopeav2001704m,cluster_22440
Dopeav2053281m,cluster_7357
Dopeav2006885m,cluster_6135
Dopeav2004103m,cluster_19767
Dopeav2135321m,cluster_12467
Dopeav2040486m,cluster_4235
Dopeav2132058m,cluster_6318
Dopeav2006934m,cluster_19761
Dopeav2061784m,cluster_4947
Dopeav2040518m,cluster_13068
Dopeav2054715m,cluster_7666
Dopeav2058193m,cluster_3172
Dopeav2016173m,cluster_6516
Dopeav2082401m,cluster_166
Dopeav2020790m,cluster_24493
Dopeav2004574m,cluster_1823
Dopeav2007015m,cluster_14125
Dopeav2011057m,cluster_26117
Dopeav2079810m,cluster_28727
Dopeav2131512m,cluster_7333
Dopeav2089804m,cluster_21240
Dopeav2115702m,cluster_4322
Dopeav2031703m,cluster_744
Dopeav2125501m,cluster_5686
Dopeav2089723m,cluster_20683
Dopeav2104564m,cluster_7206
Dopeav2048779m,cluster_13599
Dopeav2080155m,cluster_899
Dopeav2053306m,cluster_5809
Dopeav2074200m,cluster_27032
Dopeav2110543m,cluster_27458
Dopeav2138066m,cluster_15042
Dopeav2018318m,cluster_23044
Dopeav2137174m,cluster_8919
Dopeav2123948m,cluster_4901
Dopeav2121408m,cluster_27631
Dopeav2114417m,cluster_7731
Dopeav2028346m,cluster_16376
Dopeav2088162m,cluster_1048
Dopeav2081656m,cluster_11672
Dopeav2016267m,cluster_9520
Dopeav2063028m,cluster_21789
Dopeav2018579m,cluster_8174
Dopeav2015872m,cluster_12330
Dopeav2001197m,cluster_22320
Dopeav2067426m,cluster_19583
Dopeav2057989m,cluster_15274
Dopeav2124835m,cluster_5735
Dopeav2075033m,cluster_4219
Dopeav2045653m,cluster_2693
Dopeav2099996m,cluster_857
Dopeav2031863m,cluster_22372
Dopeav2075640m,cluster_15408
Dopeav2079878m,cluster_1894
Dopeav2049855m,cluster_18796
Dopeav2012699m,cluster_5371
Dopeav2018850m,cluster_867
Dopeav2058991m,cluster_27075
Dopeav2115568m,cluster_24652
Dopeav2038331m,cluster_9482
Dopeav2122802m,cluster_2814
Dopeav2023203m,cluster_10621
Dopeav2083368m,cluster_13407
Dopeav2012384m,cluster_9462
Dopeav2123975m,cluster_16243
Dopeav2035909m,cluster_8926
Dopeav2030731m,cluster_28681
Dopeav2033182m,cluster_3218
Dopeav2048288m,cluster_253
Dopeav2024475m,cluster_20336
Dopeav2031860m,cluster_6998
Dopeav2050269m,cluster_180
Dopeav2058215m,cluster_2407
Dopeav2023965m,cluster_1338
